LocationID,LocationName,StateAbbr,StateDesc,TotalPopulation,KMeansCluster,HierCluster
12055,Highlands,FL,Florida,"107,614",1.0,4.0
12085,Martin,FL,Florida,"163,315",0.0,2.0
13047,Catoosa,GA,Georgia,"68,910",1.0,2.0
13185,Lowndes,GA,Georgia,"120,712",2.0,4.0
13287,Turner,GA,Georgia,"8,909",3.0,3.0
13289,Twiggs,GA,Georgia,"7,691",2.0,4.0
16035,Clearwater,ID,Idaho,"9,214",1.0,1.0
18021,Clay,IN,Indiana,"26,460",1.0,1.0
18081,Johnson,IN,Indiana,"167,819",0.0,2.0
20085,Jackson,KS,Kansas,"13,368",0.0,2.0
26009,Antrim,MI,Michigan,"24,409",0.0,2.0
27089,Marshall,MN,Minnesota,"8,810",0.0,2.0
31135,Perkins,NE,Nebraska,"2,795",0.0,2.0
32021,Mineral,NV,Nevada,"4,528",2.0,4.0
36097,Schuyler,NY,New York,"17,507",1.0,2.0
37083,Halifax,NC,North Carolina,"47,298",3.0,3.0
38095,Towner,ND,North Dakota,"2,030",1.0,1.0
39097,Madison,OH,Ohio,"44,602",1.0,2.0
40075,Kiowa,OK,Oklahoma,"8,398",2.0,4.0
40101,Muskogee,OK,Oklahoma,"66,677",2.0,4.0
40109,Oklahoma,OK,Oklahoma,"808,866",1.0,4.0
47163,Sullivan,TN,Tennessee,"162,135",1.0,4.0
48195,Hansford,TX,Texas,"5,071",1.0,4.0
48327,Menard,TX,Texas,"1,958",1.0,4.0
49055,Wayne,UT,Utah,"2,614",1.0,1.0
51125,Nelson,VA,Virginia,"14,705",1.0,2.0
51790,Staunton,VA,Virginia,"25,915",1.0,2.0
54069,Ohio,WV,West Virginia,"41,194",1.0,1.0
55055,Jefferson,WI,Wisconsin,"85,743",0.0,2.0
55091,Pepin,WI,Wisconsin,"7,441",0.0,2.0
55123,Vernon,WI,Wisconsin,"31,170",0.0,2.0
5129,Searcy,AR,Arkansas,"7,806",2.0,4.0
1053,Escambia,AL,Alabama,"36,558",3.0,3.0
4017,Navajo,AZ,Arizona,"109,175",2.0,3.0
1015,Calhoun,AL,Alabama,"116,429",2.0,4.0
6033,Lake,CA,California,"67,878",1.0,4.0
59,,US,United States,"334,914,895",0.0,2.0
1133,Winston,AL,Alabama,"23,611",2.0,4.0
2220,Sitka,AK,Alaska,"8,282",0.0,2.0
2020,Anchorage,AK,Alaska,"286,075",0.0,2.0
5149,Yell,AR,Arkansas,"20,044",2.0,4.0
5023,Cleburne,AR,Arkansas,"25,445",2.0,4.0
6065,Riverside,CA,California,"2,492,442",1.0,4.0
1073,Jefferson,AL,Alabama,"662,895",1.0,4.0
1039,Covington,AL,Alabama,"37,952",2.0,4.0
6019,Fresno,CA,California,"1,017,162",2.0,4.0
2013,Aleutians East,AK,Alaska,"3,461",1.0,4.0
5025,Cleveland,AR,Arkansas,"7,378",2.0,4.0
5003,Ashley,AR,Arkansas,"18,262",3.0,3.0
2070,Dillingham,AK,Alaska,"4,607",2.0,3.0
1095,Marshall,AL,Alabama,"100,756",2.0,4.0
5047,Franklin,AR,Arkansas,"17,468",2.0,4.0
6015,Del Norte,CA,California,"26,589",1.0,4.0
1035,Conecuh,AL,Alabama,"11,174",3.0,3.0
1103,Morgan,AL,Alabama,"125,133",1.0,4.0
5009,Boone,AR,Arkansas,"38,530",1.0,4.0
1019,Cherokee,AL,Alabama,"25,666",2.0,4.0
6031,Kings,CA,California,"152,682",2.0,4.0
6011,Colusa,CA,California,"22,037",1.0,4.0
6061,Placer,CA,California,"423,561",0.0,2.0
6067,Sacramento,CA,California,"1,584,288",1.0,2.0
1109,Pike,AL,Alabama,"33,137",2.0,4.0
1045,Dale,AL,Alabama,"49,871",2.0,4.0
1031,Coffee,AL,Alabama,"55,643",2.0,4.0
5147,Woodruff,AR,Arkansas,"5,964",3.0,3.0
5039,Dallas,AR,Arkansas,"6,185",2.0,4.0
5107,Phillips,AR,Arkansas,"14,961",3.0,3.0
5109,Pike,AR,Arkansas,"10,208",2.0,4.0
1033,Colbert,AL,Alabama,"58,361",1.0,4.0
5041,Desha,AR,Arkansas,"10,479",3.0,3.0
2105,Hoonah-Angoon,AK,Alaska,"2,262",1.0,4.0
1013,Butler,AL,Alabama,"18,382",3.0,3.0
5123,St. Francis,AR,Arkansas,"22,101",3.0,3.0
6069,San Benito,CA,California,"68,175",1.0,2.0
2110,Juneau,AK,Alaska,"31,555",0.0,2.0
6027,Inyo,CA,California,"18,527",0.0,2.0
2016,Aleutians West,AK,Alaska,"5,160",1.0,4.0
2180,Nome,AK,Alaska,"9,763",3.0,3.0
5133,Sevier,AR,Arkansas,"15,632",3.0,3.0
6051,Mono,CA,California,"13,066",0.0,2.0
2090,Fairbanks North Star,AK,Alaska,"94,840",0.0,2.0
5103,Ouachita,AR,Arkansas,"21,793",2.0,3.0
6063,Plumas,CA,California,"19,131",0.0,1.0
5075,Lawrence,AR,Arkansas,"16,318",2.0,4.0
1007,Bibb,AL,Alabama,"21,868",2.0,4.0
5005,Baxter,AR,Arkansas,"42,875",2.0,1.0
5089,Marion,AR,Arkansas,"17,514",2.0,4.0
1119,Sumter,AL,Alabama,"11,727",3.0,3.0
2150,Kodiak Island,AK,Alaska,"12,565",0.0,2.0
1071,Jackson,AL,Alabama,"53,467",2.0,4.0
5121,Randolph,AR,Arkansas,"18,907",2.0,4.0
1043,Cullman,AL,Alabama,"92,016",1.0,1.0
5031,Craighead,AR,Arkansas,"113,993",2.0,4.0
5033,Crawford,AR,Arkansas,"61,891",2.0,4.0
5061,Howard,AR,Arkansas,"12,533",2.0,4.0
1055,Etowah,AL,Alabama,"103,241",2.0,4.0
1113,Russell,AL,Alabama,"58,744",2.0,3.0
1075,Lamar,AL,Alabama,"13,661",2.0,4.0
1101,Montgomery,AL,Alabama,"224,980",2.0,4.0
1081,Lee,AL,Alabama,"183,215",1.0,4.0
5015,Carroll,AR,Arkansas,"28,814",2.0,4.0
1099,Monroe,AL,Alabama,"19,229",3.0,3.0
2063,Chugach,AK,Alaska,"6,769",0.0,2.0
6025,Imperial,CA,California,"179,057",3.0,4.0
5043,Drew,AR,Arkansas,"16,945",2.0,3.0
1057,Fayette,AL,Alabama,"15,967",2.0,4.0
1001,Autauga,AL,Alabama,"60,342",1.0,4.0
5001,Arkansas,AR,Arkansas,"16,307",2.0,4.0
1051,Elmore,AL,Alabama,"90,441",1.0,4.0
1121,Talladega,AL,Alabama,"81,132",2.0,4.0
1049,DeKalb,AL,Alabama,"72,569",2.0,4.0
5093,Mississippi,AR,Arkansas,"38,663",3.0,3.0
5029,Conway,AR,Arkansas,"21,077",2.0,4.0
4003,Cochise,AZ,Arizona,"124,640",1.0,1.0
6071,San Bernardino,CA,California,"2,195,611",1.0,4.0
5055,Greene,AR,Arkansas,"46,743",2.0,4.0
2240,Southeast Fairbanks,AK,Alaska,"7,077",1.0,1.0
2282,Yakutat,AK,Alaska,687,1.0,4.0
5145,White,AR,Arkansas,"78,452",2.0,4.0
1131,Wilcox,AL,Alabama,"9,944",3.0,3.0
4019,Pima,AZ,Arizona,"1,063,162",1.0,1.0
4007,Gila,AZ,Arizona,"54,003",1.0,4.0
1089,Madison,AL,Alabama,"412,600",0.0,2.0
5071,Johnson,AR,Arkansas,"26,129",2.0,4.0
2230,Skagway,AK,Alaska,"1,095",0.0,2.0
1083,Limestone,AL,Alabama,"114,654",1.0,2.0
1047,Dallas,AL,Alabama,"36,165",3.0,3.0
1009,Blount,AL,Alabama,"59,816",1.0,1.0
1037,Coosa,AL,Alabama,"10,268",2.0,4.0
6037,Los Angeles,CA,California,"9,663,345",1.0,4.0
1025,Clarke,AL,Alabama,"22,337",2.0,3.0
5115,Pope,AR,Arkansas,"64,593",2.0,4.0
1117,Shelby,AL,Alabama,"233,000",0.0,2.0
5099,Nevada,AR,Arkansas,"8,120",3.0,3.0
5079,Lincoln,AR,Arkansas,"12,898",2.0,3.0
1041,Crenshaw,AL,Alabama,"13,101",2.0,4.0
6005,Amador,CA,California,"41,811",0.0,2.0
6007,Butte,CA,California,"207,172",1.0,1.0
1077,Lauderdale,AL,Alabama,"96,814",1.0,1.0
5119,Pulaski,AR,Arkansas,"400,009",1.0,4.0
5135,Sharp,AR,Arkansas,"17,968",2.0,4.0
1029,Cleburne,AL,Alabama,"15,639",2.0,4.0
6057,Nevada,CA,California,"102,037",0.0,2.0
2275,Wrangell,AK,Alaska,"2,064",1.0,1.0
5077,Lee,AR,Arkansas,"8,201",3.0,3.0
5019,Clark,AR,Arkansas,"21,274",2.0,4.0
2100,Haines,AK,Alaska,"2,070",0.0,2.0
5057,Hempstead,AR,Arkansas,"19,343",2.0,3.0
1021,Chilton,AL,Alabama,"46,431",2.0,4.0
5011,Bradley,AR,Arkansas,"10,104",3.0,3.0
1085,Lowndes,AL,Alabama,"9,717",3.0,3.0
6035,Lassen,CA,California,"28,861",1.0,4.0
1097,Mobile,AL,Alabama,"411,640",2.0,4.0
1023,Choctaw,AL,Alabama,"12,252",2.0,3.0
1005,Barbour,AL,Alabama,"24,585",3.0,3.0
5037,Cross,AR,Arkansas,"16,420",2.0,3.0
4011,Greenlee,AZ,Arizona,"9,369",0.0,2.0
1059,Franklin,AL,Alabama,"31,802",2.0,4.0
4015,Mohave,AZ,Arizona,"223,682",1.0,4.0
5125,Saline,AR,Arkansas,"129,574",1.0,2.0
5017,Chicot,AR,Arkansas,"9,538",3.0,3.0
6013,Contra Costa,CA,California,"1,155,025",0.0,2.0
6047,Merced,CA,California,"291,920",2.0,4.0
5063,Independence,AR,Arkansas,"38,320",2.0,4.0
1087,Macon,AL,Alabama,"18,370",3.0,3.0
2164,Lake and Peninsula,AK,Alaska,"1,331",2.0,3.0
5139,Union,AR,Arkansas,"37,397",2.0,4.0
2188,Northwest Arctic,AK,Alaska,"7,361",3.0,3.0
6039,Madera,CA,California,"162,858",2.0,4.0
1067,Henry,AL,Alabama,"17,899",2.0,4.0
1063,Greene,AL,Alabama,"7,341",3.0,3.0
5131,Sebastian,AR,Arkansas,"129,098",2.0,4.0
1061,Geneva,AL,Alabama,"26,988",2.0,4.0
6001,Alameda,CA,California,"1,622,188",0.0,2.0
5127,Scott,AR,Arkansas,"9,851",2.0,4.0
6053,Monterey,CA,California,"430,723",1.0,4.0
4023,Santa Cruz,AZ,Arizona,"49,158",2.0,4.0
1129,Washington,AL,Alabama,"15,022",2.0,4.0
5027,Columbia,AR,Arkansas,"22,150",2.0,4.0
6023,Humboldt,CA,California,"133,985",1.0,1.0
2066,Copper River,AK,Alaska,"2,674",1.0,1.0
5083,Logan,AR,Arkansas,"21,400",2.0,4.0
2122,Kenai Peninsula,AK,Alaska,"61,223",0.0,1.0
5141,Van Buren,AR,Arkansas,"16,142",2.0,4.0
1027,Clay,AL,Alabama,"14,111",2.0,4.0
5021,Clay,AR,Arkansas,"14,201",2.0,4.0
4013,Maricopa,AZ,Arizona,"4,585,871",0.0,2.0
5069,Jefferson,AR,Arkansas,"63,661",3.0,3.0
2050,Bethel,AK,Alaska,"18,224",3.0,3.0
6043,Mariposa,CA,California,"16,919",1.0,1.0
1017,Chambers,AL,Alabama,"34,079",2.0,4.0
6009,Calaveras,CA,California,"46,565",1.0,1.0
4025,Yavapai,AZ,Arizona,"249,081",0.0,2.0
1011,Bullock,AL,Alabama,"9,897",3.0,3.0
5049,Fulton,AR,Arkansas,"12,421",2.0,4.0
5059,Hot Spring,AR,Arkansas,"33,258",2.0,4.0
6021,Glenn,CA,California,"28,129",1.0,4.0
2198,Prince of Wales-Hyder,AK,Alaska,"5,696",2.0,4.0
4021,Pinal,AZ,Arizona,"484,239",1.0,1.0
5007,Benton,AR,Arkansas,"311,013",0.0,2.0
5091,Miller,AR,Arkansas,"42,415",2.0,3.0
5087,Madison,AR,Arkansas,"17,775",2.0,4.0
1127,Walker,AL,Alabama,"64,728",2.0,4.0
4005,Coconino,AZ,Arizona,"144,472",1.0,1.0
4001,Apache,AZ,Arizona,"65,036",3.0,3.0
5065,Izard,AR,Arkansas,"14,169",2.0,4.0
5053,Grant,AR,Arkansas,"18,383",1.0,1.0
2068,Denali,AK,Alaska,"1,584",0.0,2.0
1091,Marengo,AL,Alabama,"18,684",3.0,3.0
2130,Ketchikan Gateway,AK,Alaska,"13,738",0.0,1.0
2158,Kusilvak,AK,Alaska,"8,001",3.0,3.0
5097,Montgomery,AR,Arkansas,"8,620",2.0,4.0
5013,Calhoun,AR,Arkansas,"4,641",2.0,4.0
2185,North Slope,AK,Alaska,"10,603",1.0,1.0
5101,Newton,AR,Arkansas,"7,071",2.0,4.0
5035,Crittenden,AR,Arkansas,"47,139",3.0,3.0
1107,Pickens,AL,Alabama,"18,688",3.0,3.0
5111,Poinsett,AR,Arkansas,"22,397",2.0,4.0
1003,Baldwin,AL,Alabama,"253,507",1.0,2.0
5051,Garland,AR,Arkansas,"99,784",1.0,4.0
1105,Perry,AL,Alabama,"7,738",3.0,3.0
1111,Randolph,AL,Alabama,"22,786",2.0,4.0
1093,Marion,AL,Alabama,"29,244",2.0,4.0
6059,Orange,CA,California,"3,135,755",0.0,2.0
6055,Napa,CA,California,"133,216",0.0,2.0
2170,Matanuska-Susitna,AK,Alaska,"115,239",1.0,1.0
1125,Tuscaloosa,AL,Alabama,"237,373",1.0,4.0
5105,Perry,AR,Arkansas,"10,184",2.0,4.0
5081,Little River,AR,Arkansas,"11,805",2.0,4.0
1065,Hale,AL,Alabama,"14,888",3.0,3.0
6003,Alpine,CA,California,"1,141",0.0,2.0
1115,St. Clair,AL,Alabama,"95,552",1.0,1.0
6017,El Dorado,CA,California,"192,215",0.0,2.0
5113,Polk,AR,Arkansas,"19,436",2.0,4.0
6041,Marin,CA,California,"254,407",0.0,2.0
5085,Lonoke,AR,Arkansas,"75,944",1.0,1.0
2060,Bristol Bay,AK,Alaska,844,1.0,1.0
5143,Washington,AR,Arkansas,"261,549",1.0,1.0
5117,Prairie,AR,Arkansas,"8,036",2.0,4.0
2195,Petersburg,AK,Alaska,"3,427",0.0,2.0
5045,Faulkner,AR,Arkansas,"129,951",1.0,1.0
4009,Graham,AZ,Arizona,"39,525",1.0,4.0
1069,Houston,AL,Alabama,"108,462",2.0,4.0
2290,Yukon-Koyukuk,AK,Alaska,"5,129",3.0,3.0
6045,Mendocino,CA,California,"89,108",1.0,4.0
6049,Modoc,CA,California,"8,500",1.0,1.0
1123,Tallapoosa,AL,Alabama,"40,677",2.0,4.0
6029,Kern,CA,California,"913,820",2.0,4.0
4027,Yuma,AZ,Arizona,"213,221",2.0,4.0
1079,Lawrence,AL,Alabama,"33,502",2.0,4.0
5073,Lafayette,AR,Arkansas,"6,095",3.0,3.0
4012,La Paz,AZ,Arizona,"16,710",2.0,4.0
5095,Monroe,AR,Arkansas,"6,512",3.0,3.0
5137,Stone,AR,Arkansas,"12,671",2.0,4.0
5067,Jackson,AR,Arkansas,"16,784",3.0,3.0
13089,DeKalb,GA,Georgia,"762,992",1.0,2.0
13071,Colquitt,GA,Georgia,"46,167",2.0,4.0
8011,Bent,CO,Colorado,"5,681",2.0,3.0
12049,Hardee,FL,Florida,"25,760",2.0,4.0
6087,Santa Cruz,CA,California,"261,547",0.0,2.0
13125,Glascock,GA,Georgia,"2,954",1.0,4.0
6073,San Diego,CA,California,"3,269,973",0.0,2.0
8107,Routt,CO,Colorado,"25,064",0.0,2.0
12011,Broward,FL,Florida,"1,962,531",1.0,2.0
8115,Sedgwick,CO,Colorado,"2,299",1.0,1.0
12087,Monroe,FL,Florida,"80,614",0.0,2.0
13157,Jackson,GA,Georgia,"88,615",1.0,2.0
8013,Boulder,CO,Colorado,"326,831",0.0,2.0
8035,Douglas,CO,Colorado,"383,906",0.0,2.0
8109,Saguache,CO,Colorado,"6,688",1.0,4.0
6113,Yolo,CA,California,"220,544",0.0,2.0
13109,Evans,GA,Georgia,"10,754",2.0,3.0
8111,San Juan,CO,Colorado,802,0.0,2.0
12091,Okaloosa,FL,Florida,"218,464",0.0,2.0
12065,Jefferson,FL,Florida,"15,450",2.0,4.0
9120,Greater Bridgeport,CT,Connecticut,"327,651",0.0,2.0
8061,Kiowa,CO,Colorado,"1,384",0.0,2.0
12117,Seminole,FL,Florida,"484,271",0.0,2.0
13107,Emanuel,GA,Georgia,"23,119",3.0,3.0
6109,Tuolumne,CA,California,"54,204",0.0,1.0
8071,Las Animas,CO,Colorado,"14,348",1.0,4.0
12073,Leon,FL,Florida,"296,913",1.0,2.0
6091,Sierra,CA,California,"3,200",1.0,1.0
13123,Gilmer,GA,Georgia,"32,860",1.0,4.0
13103,Effingham,GA,Georgia,"71,541",1.0,2.0
13165,Jenkins,GA,Georgia,"8,627",3.0,3.0
13153,Houston,GA,Georgia,"171,974",1.0,2.0
13159,Jasper,GA,Georgia,"16,455",1.0,4.0
8079,Mineral,CO,Colorado,944,0.0,2.0
8003,Alamosa,CO,Colorado,"16,655",1.0,4.0
6105,Trinity,CA,California,"15,670",1.0,1.0
13087,Decatur,GA,Georgia,"29,087",3.0,3.0
12109,St. Johns,FL,Florida,"320,110",0.0,2.0
13049,Charlton,GA,Georgia,"12,934",2.0,3.0
6107,Tulare,CA,California,"479,468",2.0,4.0
9150,Northeastern Connecticut,CT,Connecticut,"96,692",0.0,2.0
13065,Clinch,GA,Georgia,"6,746",3.0,3.0
13161,Jeff Davis,GA,Georgia,"14,906",2.0,4.0
9160,Northwest Hills,CT,Connecticut,"113,463",0.0,2.0
13119,Franklin,GA,Georgia,"24,782",2.0,4.0
8113,San Miguel,CO,Colorado,"7,868",0.0,2.0
11001,District of Columbia,DC,District of Columbia,"678,972",0.0,2.0
13075,Cook,GA,Georgia,"17,714",2.0,4.0
13141,Hancock,GA,Georgia,"8,676",3.0,3.0
9130,Lower Connecticut River Valley,CT,Connecticut,"176,215",0.0,2.0
13045,Carroll,GA,Georgia,"127,098",1.0,4.0
13015,Bartow,GA,Georgia,"115,041",1.0,2.0
6081,San Mateo,CA,California,"726,353",0.0,2.0
12069,Lake,FL,Florida,"424,462",1.0,2.0
13029,Bryan,GA,Georgia,"49,739",0.0,2.0
8091,Ouray,CO,Colorado,"5,176",0.0,2.0
9190,Western Connecticut,CT,Connecticut,"623,907",0.0,2.0
13155,Irwin,GA,Georgia,"9,120",2.0,4.0
8031,Denver,CO,Colorado,"716,577",0.0,2.0
13063,Clayton,GA,Georgia,"298,300",3.0,3.0
8001,Adams,CO,Colorado,"533,365",1.0,2.0
12097,Osceola,FL,Florida,"437,784",1.0,4.0
12101,Pasco,FL,Florida,"632,996",1.0,2.0
12133,Washington,FL,Florida,"25,602",2.0,4.0
8014,Broomfield,CO,Colorado,"76,860",0.0,2.0
8083,Montezuma,CO,Colorado,"26,531",1.0,1.0
8037,Eagle,CO,Colorado,"54,381",0.0,2.0
8069,Larimer,CO,Colorado,"370,771",0.0,2.0
8045,Garfield,CO,Colorado,"62,707",0.0,2.0
12081,Manatee,FL,Florida,"441,095",0.0,2.0
8065,Lake,CO,Colorado,"7,365",0.0,2.0
8121,Washington,CO,Colorado,"4,855",0.0,2.0
13115,Floyd,GA,Georgia,"100,113",1.0,4.0
12113,Santa Rosa,FL,Florida,"203,162",0.0,2.0
8015,Chaffee,CO,Colorado,"20,617",0.0,2.0
6075,San Francisco,CA,California,"808,988",0.0,2.0
12063,Jackson,FL,Florida,"48,622",2.0,4.0
8093,Park,CO,Colorado,"18,117",0.0,2.0
8007,Archuleta,CO,Colorado,"14,189",0.0,2.0
13031,Bulloch,GA,Georgia,"84,327",1.0,4.0
12095,Orange,FL,Florida,"1,471,416",1.0,2.0
12031,Duval,FL,Florida,"1,030,822",1.0,4.0
13163,Jefferson,GA,Georgia,"15,183",3.0,3.0
12127,Volusia,FL,Florida,"590,357",1.0,2.0
12017,Citrus,FL,Florida,"166,696",1.0,4.0
13091,Dodge,GA,Georgia,"19,776",2.0,4.0
12019,Clay,FL,Florida,"232,439",1.0,2.0
13085,Dawson,GA,Georgia,"31,732",0.0,2.0
8105,Rio Grande,CO,Colorado,"11,188",0.0,1.0
12051,Hendry,FL,Florida,"43,333",3.0,4.0
12035,Flagler,FL,Florida,"131,439",0.0,2.0
8055,Huerfano,CO,Colorado,"7,055",1.0,1.0
13011,Banks,GA,Georgia,"19,789",1.0,4.0
12013,Calhoun,FL,Florida,"13,470",2.0,4.0
6115,Yuba,CA,California,"85,722",1.0,4.0
8047,Gilpin,CO,Colorado,"5,926",0.0,2.0
13121,Fulton,GA,Georgia,"1,079,105",0.0,2.0
6083,Santa Barbara,CA,California,"441,257",1.0,2.0
6111,Ventura,CA,California,"829,590",0.0,2.0
13129,Gordon,GA,Georgia,"59,757",2.0,4.0
6099,Stanislaus,CA,California,"551,430",1.0,4.0
12107,Putnam,FL,Florida,"75,955",2.0,4.0
13057,Cherokee,GA,Georgia,"286,602",0.0,2.0
8087,Morgan,CO,Colorado,"29,524",1.0,1.0
13037,Calhoun,GA,Georgia,"5,457",3.0,3.0
13019,Berrien,GA,Georgia,"18,570",2.0,4.0
13097,Douglas,GA,Georgia,"149,160",1.0,2.0
13099,Early,GA,Georgia,"10,563",3.0,3.0
13001,Appling,GA,Georgia,"18,457",2.0,3.0
8041,El Paso,CO,Colorado,"744,215",0.0,2.0
13061,Clay,GA,Georgia,"2,853",3.0,3.0
13077,Coweta,GA,Georgia,"155,892",0.0,2.0
6103,Tehama,CA,California,"64,896",1.0,4.0
13149,Heard,GA,Georgia,"12,034",1.0,4.0
13017,Ben Hill,GA,Georgia,"17,128",3.0,3.0
12086,Miami-Dade,FL,Florida,"2,686,867",1.0,4.0
9140,Naugatuck Valley,CT,Connecticut,"456,128",0.0,2.0
12129,Wakulla,FL,Florida,"36,449",1.0,2.0
6095,Solano,CA,California,"449,218",0.0,2.0
8033,Dolores,CO,Colorado,"2,513",0.0,2.0
12077,Liberty,FL,Florida,"7,706",2.0,4.0
8049,Grand,CO,Colorado,"15,935",0.0,2.0
13127,Glynn,GA,Georgia,"86,172",1.0,4.0
13069,Coffee,GA,Georgia,"43,317",3.0,3.0
6097,Sonoma,CA,California,"481,812",0.0,2.0
6077,San Joaquin,CA,California,"800,965",1.0,4.0
12105,Polk,FL,Florida,"818,330",1.0,4.0
12039,Gadsden,FL,Florida,"43,833",3.0,3.0
8019,Clear Creek,CO,Colorado,"9,147",0.0,2.0
12047,Hamilton,FL,Florida,"13,471",3.0,3.0
13067,Cobb,GA,Georgia,"776,743",0.0,2.0
13033,Burke,GA,Georgia,"24,438",3.0,3.0
12083,Marion,FL,Florida,"409,959",1.0,4.0
13139,Hall,GA,Georgia,"217,267",1.0,4.0
13003,Atkinson,GA,Georgia,"8,293",3.0,3.0
8053,Hinsdale,CO,Colorado,765,0.0,2.0
10003,New Castle,DE,Delaware,"578,592",0.0,2.0
13081,Crisp,GA,Georgia,"19,631",3.0,3.0
12003,Baker,FL,Florida,"28,368",1.0,4.0
13131,Grady,GA,Georgia,"26,066",2.0,4.0
13105,Elbert,GA,Georgia,"20,013",2.0,4.0
8029,Delta,CO,Colorado,"31,746",1.0,1.0
8023,Costilla,CO,Colorado,"3,628",1.0,4.0
13073,Columbia,GA,Georgia,"165,162",0.0,2.0
8021,Conejos,CO,Colorado,"7,521",1.0,4.0
8017,Cheyenne,CO,Colorado,"1,727",0.0,2.0
13145,Harris,GA,Georgia,"36,654",0.0,2.0
12057,Hillsborough,FL,Florida,"1,535,564",1.0,2.0
8103,Rio Blanco,CO,Colorado,"6,569",0.0,2.0
12093,Okeechobee,FL,Florida,"41,427",2.0,4.0
9110,Capitol,CT,Connecticut,"975,328",0.0,2.0
13023,Bleckley,GA,Georgia,"12,465",2.0,4.0
9170,South Central Connecticut,CT,Connecticut,"568,158",0.0,2.0
12099,Palm Beach,FL,Florida,"1,533,801",0.0,2.0
8063,Kit Carson,CO,Colorado,"6,994",1.0,1.0
13083,Dade,GA,Georgia,"16,165",1.0,2.0
13051,Chatham,GA,Georgia,"303,655",1.0,2.0
6101,Sutter,CA,California,"97,948",1.0,4.0
12043,Glades,FL,Florida,"12,786",2.0,4.0
13007,Baker,GA,Georgia,"2,743",3.0,3.0
8119,Teller,CO,Colorado,"24,617",0.0,2.0
12089,Nassau,FL,Florida,"101,501",0.0,2.0
13135,Gwinnett,GA,Georgia,"983,526",1.0,2.0
12045,Gulf,FL,Florida,"15,693",1.0,4.0
13101,Echols,GA,Georgia,"3,709",1.0,4.0
12059,Holmes,FL,Florida,"19,944",2.0,4.0
6085,Santa Clara,CA,California,"1,877,592",0.0,2.0
12119,Sumter,FL,Florida,"151,565",0.0,2.0
12131,Walton,FL,Florida,"86,354",0.0,2.0
13113,Fayette,GA,Georgia,"123,351",0.0,2.0
12007,Bradford,FL,Florida,"27,858",2.0,4.0
12071,Lee,FL,Florida,"834,573",0.0,2.0
13027,Brooks,GA,Georgia,"16,245",3.0,3.0
8099,Prowers,CO,Colorado,"11,751",1.0,4.0
12033,Escambia,FL,Florida,"326,928",1.0,4.0
12029,Dixie,FL,Florida,"17,465",2.0,4.0
13005,Bacon,GA,Georgia,"11,124",2.0,4.0
12015,Charlotte,FL,Florida,"206,134",0.0,2.0
12075,Levy,FL,Florida,"46,545",2.0,4.0
12125,Union,FL,Florida,"15,532",2.0,4.0
8009,Baca,CO,Colorado,"3,344",1.0,1.0
8067,La Plata,CO,Colorado,"56,407",0.0,2.0
9180,Southeastern Connecticut,CT,Connecticut,"279,634",0.0,2.0
10001,Kent,DE,Delaware,"189,789",1.0,4.0
13137,Habersham,GA,Georgia,"48,757",1.0,4.0
12079,Madison,FL,Florida,"18,519",2.0,4.0
13093,Dooly,GA,Georgia,"10,981",2.0,3.0
8101,Pueblo,CO,Colorado,"169,422",1.0,4.0
12001,Alachua,FL,Florida,"285,994",1.0,2.0
13043,Candler,GA,Georgia,"11,059",2.0,4.0
12053,Hernando,FL,Florida,"212,807",1.0,4.0
12103,Pinellas,FL,Florida,"961,596",0.0,2.0
8075,Logan,CO,Colorado,"20,619",1.0,1.0
13039,Camden,GA,Georgia,"58,118",1.0,4.0
6089,Shasta,CA,California,"180,366",1.0,1.0
13053,Chattahoochee,GA,Georgia,"8,661",2.0,4.0
12067,Lafayette,FL,Florida,"8,078",2.0,4.0
12121,Suwannee,FL,Florida,"46,130",2.0,4.0
12123,Taylor,FL,Florida,"21,582",2.0,4.0
8081,Moffat,CO,Colorado,"13,327",1.0,1.0
8059,Jefferson,CO,Colorado,"576,366",0.0,2.0
13151,Henry,GA,Georgia,"254,613",1.0,2.0
13147,Hart,GA,Georgia,"27,556",1.0,4.0
10005,Sussex,DE,Delaware,"263,509",1.0,2.0
8097,Pitkin,CO,Colorado,"16,640",0.0,2.0
12111,St. Lucie,FL,Florida,"373,586",1.0,4.0
8051,Gunnison,CO,Colorado,"17,321",0.0,2.0
13021,Bibb,GA,Georgia,"156,512",2.0,3.0
8025,Crowley,CO,Colorado,"5,636",1.0,4.0
13111,Fannin,GA,Georgia,"25,955",1.0,1.0
13095,Dougherty,GA,Georgia,"82,645",3.0,3.0
8043,Fremont,CO,Colorado,"50,318",1.0,1.0
8077,Mesa,CO,Colorado,"159,681",0.0,2.0
8039,Elbert,CO,Colorado,"28,806",0.0,2.0
8005,Arapahoe,CO,Colorado,"656,061",0.0,2.0
8089,Otero,CO,Colorado,"18,136",2.0,4.0
13133,Greene,GA,Georgia,"20,722",1.0,2.0
12041,Gilchrist,FL,Florida,"19,587",1.0,1.0
13059,Clarke,GA,Georgia,"129,933",1.0,4.0
12115,Sarasota,FL,Florida,"469,013",0.0,2.0
6093,Siskiyou,CA,California,"42,905",1.0,1.0
12037,Franklin,FL,Florida,"12,594",1.0,1.0
8117,Summit,CO,Colorado,"30,465",0.0,2.0
8073,Lincoln,CO,Colorado,"5,480",1.0,1.0
